tsmp,datetime,latitude,longitude,altitude,speed,speed2D,speed3D,dist_last_meas,distance,freq_gnss,gnss_DOP,gnss_fix,FPS,frame_idx,frame_time,frame_time_sec
1679934253.37,2023-03-27 13:24:13.370000,-28.508848399999998,-50.9291476,956.1510000000001,42.06,11.684000000000001,11.73,0.001,0.001,17.307692307692307,1.06,True,57.69230769230769,0,0.00s,0.0
1679934253.4277778,2023-03-27 13:24:13.427778,-28.5088506,-50.9291536,956.139,42.08,11.688,11.68,0.635970779359059,0.636970779359059,17.307692307692307,1.06,True,57.69230769230769,3,0.06s,0.06
1679934253.4855554,2023-03-27 13:24:13.485555,-28.508853,-50.9291596,956.14,41.82,11.617,11.69,0.6447937451518772,1.2817645245109361,17.307692307692307,1.06,True,57.69230769230769,7,0.12s,0.12
1679934253.5433333,2023-03-27 13:24:13.543333,-28.5088553,-50.9291656,956.1370000000001,42.13,11.703,11.620000000000001,0.64030153261455,1.9220660571254862,17.307692307692307,1.06,True,57.69230769230769,10,0.17s,0.17
1679934253.601111,2023-03-27 13:24:13.601111,-28.508857499999998,-50.9291718,956.133,42.34,11.76,11.700000000000001,0.6540969397771361,2.5761629969026223,17.307692307692307,1.06,True,57.69230769230769,13,0.23s,0.23
1679934253.6588888,2023-03-27 13:24:13.658889,-28.508859599999997,-50.9291779,956.133,42.36,11.768,11.76,0.640916024990986,3.2170790218936083,17.307692307692307,1.06,True,57.69230769230769,17,0.29s,0.29
1679934253.7166665,2023-03-27 13:24:13.716666,-28.5088618,-50.929184,956.129,42.27,11.741,11.77,0.6450232023985172,3.8621022242921255,17.307692307692307,1.06,True,57.69230769230769,20,0.35s,0.35
1679934253.7744443,2023-03-27 13:24:13.774444,-28.508864,-50.9291902,956.116,42.27,11.741,11.74,0.6540969057310726,4.516199130023198,17.307692307692307,1.06,True,57.69230769230769,23,0.40s,0.4
1679934253.8322222,2023-03-27 13:24:13.832222,-28.5088662,-50.9291962,956.111,42.14,11.706,11.74,0.6359706986233308,5.152169828646529,17.307692307692307,1.06,True,57.69230769230769,27,0.46s,0.46
1679934253.8899999,2023-03-27 13:24:13.890000,-28.5088683,-50.9292023,956.107,41.99,11.665000000000001,11.71,0.6409159804161528,5.793085809062681,17.307692307692307,1.06,True,57.69230769230769,30,0.52s,0.52
1679934253.9477777,2023-03-27 13:24:13.947778,-28.5088705,-50.9292084,956.101,42.03,11.675,11.67,0.6450231571194627,6.438108966182144,17.307692307692307,1.06,True,57.69230769230769,33,0.58s,0.58
1679934254.0055554,2023-03-27 13:24:14.005555,-28.508872699999998,-50.929214599999995,956.101,42.37,11.77,11.68,0.6540968590425591,7.092205825224703,17.307692307692307,1.06,True,57.69230769230769,37,0.64s,0.64
1679934254.0633333,2023-03-27 13:24:14.063333,-28.508874799999997,-50.929220799999996,956.102,42.51,11.808,11.77,0.6500469907432155,7.742252815967918,17.307692307692307,1.06,True,57.69230769230769,40,0.69s,0.69
1679934254.121111,2023-03-27 13:24:14.121111,-28.508877,-50.929227,956.096,42.61,11.835,11.81,0.6540968369328037,8.39634965290072,17.307692307692307,1.06,True,57.69230769230769,43,0.75s,0.75
1679934254.1788888,2023-03-27 13:24:14.178889,-28.508879,-50.9292332,956.095,42.45,11.793000000000001,11.84,0.6461618376104074,9.042511490511128,17.307692307692307,1.06,True,57.69230769230769,47,0.81s,0.81
1679934254.2366664,2023-03-27 13:24:14.236666,-28.5088811,-50.9292393,956.092,42.35,11.764000000000001,11.790000000000001,0.6409159130149835,9.683427403526112,17.307692307692307,1.06,True,57.69230769230769,50,0.87s,0.87
1679934254.2944443,2023-03-27 13:24:14.294444,-28.5088831,-50.9292455,956.097,42.25,11.736,11.76,0.6461618161993141,10.329589219725426,17.307692307692307,1.06,True,57.69230769230769,53,0.92s,0.92
1679934254.3522222,2023-03-27 13:24:14.352222,-28.508885199999998,-50.9292516,956.1080000000001,42.07,11.687,11.74,0.6409158901911709,10.970505109916596,17.307692307692307,1.06,True,57.69230769230769,57,0.98s,0.98
1679934254.4099998,2023-03-27 13:24:14.410000,-28.508887299999998,-50.9292577,956.104,42.2,11.721,11.69,0.6409158803690691,11.611420990285666,17.307692307692307,1.06,True,57.69230769230769,59,1.04s,1.04
1679934254.4677777,2023-03-27 13:24:14.467778,-28.508889399999997,-50.929263999999996,956.099,42.39,11.776,11.72,0.6591968600757968,12.270617850361463,17.307692307692307,1.06,True,57.69230769230769,62,1.10s,1.1
