tsmp,datetime,latitude,longitude,altitude,speed,speed2D,speed3D,dist_last_meas,distance,freq_gnss,gnss_DOP,gnss_fix,FPS,frame_idx,frame_time,frame_time_sec
1679938233.005,2023-03-27 14:30:33.005000,-28.2903414,-51.4209683,793.763,74.16,20.601,20.57,0.001,0.001,18.26923076923077,1.81,True,57.69230769230769,0,0.00s,0.0
1679938233.059737,2023-03-27 14:30:33.059737,-28.2903439,-51.420979499999994,793.736,74.14,20.595,20.61,1.1330813786540077,1.1340813786540076,18.26923076923077,1.81,True,57.69230769230769,3,0.05s,0.05
1679938233.1144738,2023-03-27 14:30:33.114474,-28.290346399999997,-51.4209907,793.73,74.13,20.591,20.6,1.1330813547791572,2.2671627334331648,18.26923076923077,1.81,True,57.69230769230769,6,0.11s,0.11
1679938233.1692107,2023-03-27 14:30:33.169211,-28.290349,-51.4210017,793.724,73.83,20.507,20.6,1.1168755245604798,3.3840382579936445,18.26923076923077,1.81,True,57.69230769230769,9,0.16s,0.16
1679938233.2239475,2023-03-27 14:30:33.223948,-28.2903517,-51.4210128,793.707,73.67,20.463,20.51,1.1292418675055091,4.513280125499154,18.26923076923077,1.81,True,57.69230769230769,13,0.22s,0.22
1679938233.2786844,2023-03-27 14:30:33.278684,-28.290354299999997,-51.4210237,793.703,73.49,20.414,20.47,1.107400750232528,5.620680875731682,18.26923076923077,1.81,True,57.69230769230769,16,0.27s,0.27
1679938233.3334212,2023-03-27 14:30:33.333421,-28.290356799999998,-51.421034899999995,793.6850000000001,73.58,20.44,20.42,1.1330812515326423,6.7537621272643245,18.26923076923077,1.81,True,57.69230769230769,19,0.33s,0.33
1679938233.388158,2023-03-27 14:30:33.388158,-28.2903594,-51.421046,793.654,73.66,20.461000000000002,20.44,1.1263558782400993,7.880118005504424,18.26923076923077,1.81,True,57.69230769230769,22,0.38s,0.38
1679938233.442895,2023-03-27 14:30:33.442895,-28.2903621,-51.421057,793.64,73.58,20.44,20.47,1.1197857415241568,8.999903747028581,18.26923076923077,1.81,True,57.69230769230769,25,0.44s,0.44
1679938233.4976318,2023-03-27 14:30:33.497632,-28.2903648,-51.421068,793.617,73.54,20.429000000000002,20.44,1.119785715539558,10.11968946256814,18.26923076923077,1.81,True,57.69230769230769,28,0.49s,0.49
1679938233.5523686,2023-03-27 14:30:33.552369,-28.290367399999997,-51.421079,793.595,73.46,20.406,20.43,1.1168753444050898,11.23656480697323,18.26923076923077,1.81,True,57.69230769230769,32,0.55s,0.55
1679938233.6071055,2023-03-27 14:30:33.607105,-28.29037,-51.4210899,793.569,73.17,20.324,20.41,1.1074005995858387,12.343965406559068,18.26923076923077,1.81,True,57.69230769230769,35,0.60s,0.6
1679938233.661842,2023-03-27 14:30:33.661842,-28.290372599999998,-51.4211009,793.5450000000001,73.03,20.286,20.330000000000002,1.116875295249415,13.460840701808483,18.26923076923077,1.81,True,57.69230769230769,38,0.66s,0.66
1679938233.716579,2023-03-27 14:30:33.716579,-28.2903751,-51.4211119,793.5310000000001,73.03,20.287,20.29,1.1140675705723833,14.574908272380865,18.26923076923077,1.81,True,57.69230769230769,41,0.71s,0.71
1679938233.7713158,2023-03-27 14:30:33.771316,-28.290377699999997,-51.4211229,793.524,73.09,20.303,20.29,1.1168752436165819,15.691783515997447,18.26923076923077,1.81,True,57.69230769230769,44,0.77s,0.77
1679938233.8260527,2023-03-27 14:30:33.826053,-28.2903804,-51.4211339,793.486,73.25,20.346,20.31,1.1197855652504678,16.811569081247914,18.26923076923077,1.81,True,57.69230769230769,47,0.82s,0.82
1679938233.8807895,2023-03-27 14:30:33.880790,-28.290382899999997,-51.421144899999994,793.4830000000001,73.27,20.352,20.35,1.114067492247913,17.925636573495826,18.26923076923077,1.81,True,57.69230769230769,51,0.88s,0.88
1679938233.9355264,2023-03-27 14:30:33.935526,-28.2903856,-51.421155999999996,793.437,73.36,20.378,20.36,1.1292415338957504,19.054878107391577,18.26923076923077,1.81,True,57.69230769230769,54,0.93s,0.93
1679938233.9902632,2023-03-27 14:30:33.990263,-28.290388,-51.4211671,793.4110000000001,73.27,20.353,20.38,1.1208902439959143,20.17576835138749,18.26923076923077,1.81,True,57.69230769230769,57,0.99s,0.99
1679938234.045,2023-03-27 14:30:34.045000,-28.290390499999997,-51.421177899999996,793.4,72.97,20.269000000000002,20.36,1.0950752986608168,21.270843650048306,17.307692307692307,1.81,True,57.69230769230769,59,1.04s,1.04
1679938234.102778,2023-03-27 14:30:34.102778,-28.290392999999998,-51.4211889,793.374,72.86,20.240000000000002,20.27,1.1140673953313245,22.38491104537963,17.307692307692307,1.81,True,57.69230769230769,62,1.10s,1.1
1679938234.1605556,2023-03-27 14:30:34.160556,-28.290395699999998,-51.4211998,793.3340000000001,72.87,20.242,20.240000000000002,1.1103355325293562,23.495246577908986,17.307692307692307,1.81,True,57.69230769230769,66,1.16s,1.16
1679938234.2183335,2023-03-27 14:30:34.218333,-28.2903983,-51.4212108,793.314,72.95,20.265,20.25,1.1168750448648226,24.61212162277381,17.307692307692307,1.81,True,57.69230769230769,69,1.21s,1.21
1679938234.2761111,2023-03-27 14:30:34.276111,-28.290400899999998,-51.4212217,793.304,72.85,20.235,20.27,1.1074003007379811,25.719521923511792,17.307692307692307,1.81,True,57.69230769230769,72,1.27s,1.27
1679938234.333889,2023-03-27 14:30:34.333889,-28.2904034,-51.421232599999996,793.289,72.78,20.218,20.240000000000002,1.1045684942825742,26.824090417794366,17.307692307692307,1.81,True,57.69230769230769,76,1.33s,1.33
