tsmp,datetime,latitude,longitude,altitude,speed,speed2D,speed3D,dist_last_meas,distance,freq_gnss,gnss_DOP,gnss_fix,FPS,frame_idx,frame_time,frame_time_sec
1679937524.054,2023-03-27 14:18:44.054000,-28.3295349,-51.285022999999995,842.801,35.5,9.861,9.78,0.001,0.001,17.307692307692307,1.75,True,58.65384615384615,0,0.00s,0.0
1679937524.1117778,2023-03-27 14:18:44.111778,-28.329533899999998,-51.285028499999996,842.788,35.29,9.802,9.86,0.5506042183897994,0.5516042183897994,17.307692307692307,1.75,True,58.65384615384615,3,0.06s,0.06
1679937524.1695554,2023-03-27 14:18:44.169555,-28.329533299999998,-51.285033899999995,842.808,35.47,9.852,9.8,0.5336881522032275,1.0852923705930269,17.307692307692307,1.75,True,58.65384615384615,7,0.12s,0.12
1679937524.2273333,2023-03-27 14:18:44.227333,-28.3295325,-51.285039399999995,842.82,35.48,9.855,9.85,0.546574280582906,1.6318666511759328,17.307692307692307,1.75,True,58.65384615384615,10,0.17s,0.17
1679937524.285111,2023-03-27 14:18:44.285111,-28.329531799999998,-51.285044799999994,842.828,35.55,9.874,9.86,0.5351819592901769,2.1670486104661095,17.307692307692307,1.75,True,58.65384615384615,14,0.23s,0.23
1679937524.3428888,2023-03-27 14:18:44.342889,-28.329530899999998,-51.285050299999995,842.814,35.6,9.888,9.88,0.5484810080154013,2.715529618481511,17.307692307692307,1.75,True,58.65384615384615,17,0.29s,0.29
1679937524.4006665,2023-03-27 14:18:44.400666,-28.3295301,-51.2850556,842.836,35.18,9.772,9.89,0.5272314269109584,3.242761045392469,17.307692307692307,1.75,True,58.65384615384615,20,0.35s,0.35
1679937524.4584444,2023-03-27 14:18:44.458444,-28.3295294,-51.285061,842.831,34.98,9.717,9.77,0.5351819698213731,3.7779430152138422,17.307692307692307,1.75,True,58.65384615384615,24,0.40s,0.4
1679937524.5162222,2023-03-27 14:18:44.516222,-28.329528699999997,-51.2850664,842.846,35.13,9.758000000000001,9.72,0.5351819743940206,4.3131249896078625,17.307692307692307,1.75,True,58.65384615384615,27,0.46s,0.46
1679937524.574,2023-03-27 14:18:44.574000,-28.3295279,-51.2850718,842.8480000000001,35.09,9.746,9.76,0.5369004286656882,4.8500254182735505,17.307692307692307,1.75,True,58.65384615384615,30,0.52s,0.52
1679937524.6317778,2023-03-27 14:18:44.631778,-28.329527199999998,-51.2850773,842.86,35.3,9.805,9.75,0.5448863680776244,5.394911786351175,17.307692307692307,1.75,True,58.65384615384615,34,0.58s,0.58
1679937524.6895554,2023-03-27 14:18:44.689555,-28.3295265,-51.2850828,842.861,35.47,9.852,9.81,0.5448863724729226,5.939798158824098,17.307692307692307,1.75,True,58.65384615384615,37,0.64s,0.64
1679937524.7473333,2023-03-27 14:18:44.747333,-28.3295258,-51.2850883,842.8580000000001,35.63,9.896,9.85,0.5448863754561921,6.48468453428029,17.307692307692307,1.75,True,58.65384615384615,41,0.69s,0.69
1679937524.805111,2023-03-27 14:18:44.805111,-28.3295249,-51.2850939,842.86,35.92,9.977,9.9,0.5581264805052418,7.042811014785531,17.307692307692307,1.75,True,58.65384615384615,44,0.75s,0.75
1679937524.8628888,2023-03-27 14:18:44.862889,-28.329523899999998,-51.2850995,842.862,36.17,10.047,9.98,0.5602131552258547,7.603024170011386,17.307692307692307,1.75,True,58.65384615384615,47,0.81s,0.81
1679937524.9206665,2023-03-27 14:18:44.920666,-28.3295231,-51.285105099999996,842.863,36.22,10.062,10.05,0.556252834847742,8.159277004859128,17.307692307692307,1.75,True,58.65384615384615,51,0.87s,0.87
1679937524.9784443,2023-03-27 14:18:44.978444,-28.329521699999997,-51.2851107,842.866,36.39,10.109,10.06,0.5706396741595328,8.729916679018661,17.307692307692307,1.75,True,58.65384615384615,54,0.92s,0.92
1679937525.0362222,2023-03-27 14:18:45.036222,-28.329520799999997,-51.2851164,842.87,36.56,10.155,10.11,0.5677774499713237,9.297694128989985,17.307692307692307,1.75,True,58.65384615384615,58,0.98s,0.98
1679937525.0939999,2023-03-27 14:18:45.094000,-28.3295198,-51.285122,842.871,36.62,10.173,10.16,0.5602131777136862,9.857907306703671,17.307692307692307,1.93,True,56.730769230769226,60,1.04s,1.04
1679937525.1517777,2023-03-27 14:18:45.151778,-28.329518699999998,-51.2851277,842.8480000000001,36.63,10.174,10.17,0.5720874909389572,10.429994797642628,17.307692307692307,1.93,True,56.730769230769226,63,1.10s,1.1
1679937525.2095554,2023-03-27 14:18:45.209555,-28.329517499999998,-51.2851332,842.852,36.55,10.154,10.17,0.5554900833257101,10.985484880968338,17.307692307692307,1.93,True,56.730769230769226,67,1.16s,1.16
1679937525.2673333,2023-03-27 14:18:45.267333,-28.3295165,-51.2851389,842.86,36.78,10.217,10.15,0.5698288013722271,11.555313682340564,17.307692307692307,1.93,True,56.730769230769226,70,1.21s,1.21
1679937525.325111,2023-03-27 14:18:45.325111,-28.3295154,-51.285144599999995,842.875,37.03,10.285,10.22,0.5720875074439874,12.127401189784552,17.307692307692307,1.93,True,56.730769230769226,73,1.27s,1.27
1679937525.3828888,2023-03-27 14:18:45.382889,-28.329514399999997,-51.2851503,842.875,37.16,10.323,10.28,0.5698288126139612,12.697230002398513,17.307692307692307,1.93,True,56.730769230769226,76,1.33s,1.33
1679937525.4406664,2023-03-27 14:18:45.440666,-28.3295136,-51.285156,842.884,37.31,10.363,10.32,0.5659357867153524,13.263165789113865,17.307692307692307,1.93,True,56.730769230769226,80,1.39s,1.39
1679937525.4984443,2023-03-27 14:18:45.498444,-28.3295127,-51.2851618,842.891,37.38,10.383000000000001,10.36,0.5774336683476919,13.840599457461558,17.307692307692307,1.93,True,56.730769230769226,83,1.44s,1.44
1679937525.5562222,2023-03-27 14:18:45.556222,-28.329511699999998,-51.2851675,842.903,37.54,10.428,10.38,0.5698288263114929,14.41042828377305,17.307692307692307,1.93,True,56.730769230769226,86,1.50s,1.5
1679937525.6139998,2023-03-27 14:18:45.614000,-28.3295101,-51.2851734,842.917,37.76,10.49,10.43,0.6051231851856819,15.015551468958733,17.307692307692307,1.93,True,56.730769230769226,89,1.56s,1.56
1679937525.6717777,2023-03-27 14:18:45.671778,-28.3295092,-51.285179299999996,842.907,38.12,10.59,10.49,0.5870948339435544,15.602646302902288,17.307692307692307,1.93,True,56.730769230769226,93,1.62s,1.62
1679937525.7295554,2023-03-27 14:18:45.729555,-28.3295082,-51.2851852,842.895,38.19,10.608,10.59,0.5890789050827572,16.191725207985044,17.307692307692307,1.93,True,56.730769230769226,96,1.68s,1.68
1679937525.7873333,2023-03-27 14:18:45.787333,-28.3295073,-51.285191,842.891,38.19,10.608,10.61,0.5774336960932844,16.769158904078328,17.307692307692307,1.93,True,56.730769230769226,99,1.73s,1.73
1679937525.845111,2023-03-27 14:18:45.845111,-28.3295063,-51.285196799999994,842.898,38.2,10.611,10.61,0.579450847686303,17.34860975176463,17.307692307692307,1.93,True,56.730769230769226,103,1.79s,1.79
1679937525.9028888,2023-03-27 14:18:45.902889,-28.3295051,-51.2852026,842.908,38.15,10.597,10.61,0.5840953955016308,17.93270514726626,17.307692307692307,1.93,True,56.730769230769226,106,1.85s,1.85
1679937525.9606664,2023-03-27 14:18:45.960666,-28.3295042,-51.2852086,842.898,38.37,10.658,10.6,0.59676073717732,18.52946588444358,17.307692307692307,1.93,True,56.730769230769226,109,1.91s,1.91
1679937526.0184443,2023-03-27 14:18:46.018444,-28.3295033,-51.285214499999995,842.893,38.38,10.661,10.66,0.5870948659096528,19.116560750353234,17.307692307692307,1.93,True,56.730769230769226,112,1.96s,1.96
1679937526.0762222,2023-03-27 14:18:46.076222,-28.329502299999998,-51.2852203,842.899,38.42,10.671,10.66,0.5794508687607204,19.696011619113953,17.307692307692307,1.93,True,56.730769230769226,116,2.02s,2.02
1679937526.1339998,2023-03-27 14:18:46.134000,-28.3295018,-51.2852264,842.884,38.65,10.737,10.67,0.6007334876930817,20.296745106807034,17.307692307692307,1.79,True,57.69230769230769,118,2.08s,2.08
1679937526.1917777,2023-03-27 14:18:46.191778,-28.329500699999997,-51.2852323,842.891,38.74,10.761000000000001,10.74,0.5912641118747811,20.888009218681816,17.307692307692307,1.79,True,57.69230769230769,121,2.14s,2.14
1679937526.2495553,2023-03-27 14:18:46.249555,-28.329499799999997,-51.285238199999995,842.895,38.74,10.76,10.76,0.587094884172447,21.475104102854264,17.307692307692307,1.79,True,57.69230769230769,125,2.20s,2.2
1679937526.3073332,2023-03-27 14:18:46.307333,-28.329499,-51.2852442,842.876,38.66,10.739,10.76,0.5950087816947598,22.070112884549022,17.307692307692307,1.79,True,57.69230769230769,128,2.25s,2.25
1679937526.3651109,2023-03-27 14:18:46.365111,-28.329498299999997,-51.2852502,842.87,38.83,10.787,10.74,0.5934586202555578,22.66357150480458,17.307692307692307,1.79,True,57.69230769230769,131,2.31s,2.31
1679937526.4228888,2023-03-27 14:18:46.422889,-28.329497099999998,-51.2852561,842.874,38.82,10.783,10.790000000000001,0.5936481811232713,23.25721968592785,17.307692307692307,1.79,True,57.69230769230769,135,2.37s,2.37
1679937526.4806664,2023-03-27 14:18:46.480666,-28.329496,-51.2852621,842.859,39.0,10.833,10.78,0.6008629487615095,23.85808263468936,17.307692307692307,1.79,True,57.69230769230769,138,2.43s,2.43
1679937526.5384443,2023-03-27 14:18:46.538444,-28.329494999999998,-51.2852682,842.855,39.18,10.883000000000001,10.83,0.6083521719415526,24.466434806630915,17.307692307692307,1.79,True,57.69230769230769,141,2.48s,2.48
1679937526.5962222,2023-03-27 14:18:46.596222,-28.329494099999998,-51.285274099999995,842.8580000000001,39.02,10.839,10.88,0.587094913672172,25.053529720303086,17.307692307692307,1.79,True,57.69230769230769,145,2.54s,2.54
1679937526.6539998,2023-03-27 14:18:46.654000,-28.3294934,-51.285280099999994,842.868,39.05,10.846,10.84,0.5934586465985859,25.64698836690167,17.307692307692307,1.79,True,57.69230769230769,148,2.60s,2.6
1679937526.7117777,2023-03-27 14:18:46.711778,-28.329492499999997,-51.285286199999994,842.85,39.42,10.949,10.85,0.606431181195354,26.253419548097025,17.307692307692307,1.79,True,57.69230769230769,151,2.66s,2.66
1679937526.7695553,2023-03-27 14:18:46.769555,-28.3294914,-51.2852922,842.85,39.34,10.927,10.950000000000001,0.6008629729933949,26.85428252109042,17.307692307692307,1.79,True,57.69230769230769,155,2.72s,2.72
1679937526.8273332,2023-03-27 14:18:46.827333,-28.329490399999997,-51.2852983,842.82,39.42,10.951,10.93,0.6083521972305777,27.462634718320995,17.307692307692307,1.79,True,57.69230769230769,158,2.77s,2.77
1679937526.8851109,2023-03-27 14:18:46.885111,-28.329489499999998,-51.2853044,842.831,39.46,10.962,10.950000000000001,0.6064311973504544,28.069065915671448,17.307692307692307,1.79,True,57.69230769230769,161,2.83s,2.83
1679937526.9428887,2023-03-27 14:18:46.942889,-28.3294894,-51.2853104,842.833,39.4,10.945,10.96,0.5884707042761185,28.657536619947567,17.307692307692307,1.79,True,57.69230769230769,165,2.89s,2.89
1679937527.0006664,2023-03-27 14:18:47.000666,-28.3294887,-51.2853165,842.844,39.52,10.979000000000001,10.950000000000001,0.6031819967331574,29.260718616680723,17.307692307692307,1.79,True,57.69230769230769,168,2.95s,2.95
1679937527.0584443,2023-03-27 14:18:47.058444,-28.3294884,-51.2853226,842.832,39.31,10.92,10.98,0.5990957112864502,29.85981432796717,17.307692307692307,1.79,True,57.69230769230769,171,3.00s,3.0
1679937527.1162221,2023-03-27 14:18:47.116222,-28.3294875,-51.2853286,842.8100000000001,39.3,10.917,10.92,0.596760828505764,30.456575156472937,17.307692307692307,1.79,True,57.69230769230769,175,3.06s,3.06
1679937527.1739998,2023-03-27 14:18:47.174000,-28.3294867,-51.2853348,842.7950000000001,39.49,10.97,10.92,0.614409063795268,31.070984220268205,18.26923076923077,1.79,True,57.69230769230769,177,3.12s,3.12
1679937527.2287366,2023-03-27 14:18:47.228737,-28.3294857,-51.285340899999994,842.828,39.72,11.032,10.97,0.6083522225167742,31.67933644278498,18.26923076923077,1.79,True,57.69230769230769,180,3.17s,3.17
1679937527.2834735,2023-03-27 14:18:47.283473,-28.3294848,-51.285347099999996,842.826,39.85,11.069,11.03,0.6161058947482173,32.295442337533196,18.26923076923077,1.79,True,57.69230769230769,183,3.23s,3.23
1679937527.3382103,2023-03-27 14:18:47.338210,-28.3294841,-51.2853533,842.8290000000001,39.93,11.092,11.07,0.6129079840927937,32.90835032162599,18.26923076923077,1.79,True,57.69230769230769,186,3.28s,3.28
1679937527.3929472,2023-03-27 14:18:47.392947,-28.329483099999997,-51.2853595,842.825,40.11,11.141,11.09,0.6179968369476336,33.52634715857362,18.26923076923077,1.79,True,57.69230769230769,190,3.34s,3.34
1679937527.447684,2023-03-27 14:18:47.447684,-28.329482199999998,-51.2853657,842.812,40.29,11.191,11.14,0.6161059102076176,34.142453068781236,18.26923076923077,1.79,True,57.69230769230769,193,3.39s,3.39
1679937527.502421,2023-03-27 14:18:47.502421,-28.3294812,-51.285371899999994,842.812,40.15,11.153,11.19,0.6179968481904747,34.76044991697171,18.26923076923077,1.79,True,57.69230769230769,196,3.45s,3.45
1679937527.5571578,2023-03-27 14:18:47.557158,-28.329480399999998,-51.2853779,842.801,39.84,11.068,11.15,0.5950088821512053,35.355458799122914,18.26923076923077,1.79,True,57.69230769230769,199,3.50s,3.5
1679937527.6118946,2023-03-27 14:18:47.611895,-28.3294796,-51.285384099999995,842.794,39.91,11.086,11.07,0.6144091038393614,35.96986790296228,18.26923076923077,1.79,True,57.69230769230769,202,3.56s,3.56
1679937527.6666315,2023-03-27 14:18:47.666631,-28.329478899999998,-51.285390299999996,842.789,40.05,11.124,11.09,0.6129080132474108,36.58277591620969,18.26923076923077,1.79,True,57.69230769230769,205,3.61s,3.61
1679937527.7213683,2023-03-27 14:18:47.721368,-28.329477899999997,-51.2853965,842.794,40.18,11.16,11.120000000000001,0.6179968664541698,37.20077278266386,18.26923076923077,1.79,True,57.69230769230769,209,3.67s,3.67
1679937527.7761052,2023-03-27 14:18:47.776105,-28.329476999999997,-51.2854028,842.804,40.4,11.223,11.16,0.6257847025597204,37.82655748522358,18.26923076923077,1.79,True,57.69230769230769,212,3.72s,3.72
1679937527.8308418,2023-03-27 14:18:47.830842,-28.3294763,-51.285409099999995,842.791,40.57,11.27,11.22,0.6226365049314777,38.44919399015506,18.26923076923077,1.79,True,57.69230769230769,215,3.78s,3.78
1679937527.8855786,2023-03-27 14:18:47.885579,-28.3294754,-51.2854153,842.788,40.49,11.246,11.27,0.61610594884796,39.06529993900302,18.26923076923077,1.79,True,57.69230769230769,218,3.83s,3.83
1679937527.9403155,2023-03-27 14:18:47.940315,-28.3294744,-51.2854216,842.7810000000001,40.49,11.248000000000001,11.25,0.627646491512129,39.69294643051515,18.26923076923077,1.79,True,57.69230769230769,221,3.89s,3.89
1679937527.9950523,2023-03-27 14:18:47.995052,-28.3294735,-51.2854278,842.799,40.51,11.254,11.25,0.6161059590316839,40.309052389546835,18.26923076923077,1.79,True,57.69230769230769,224,3.94s,3.94
1679937528.0497892,2023-03-27 14:18:48.049789,-28.3294726,-51.285433999999995,842.773,40.43,11.23,11.25,0.6161059618299516,40.92515835137679,18.26923076923077,1.79,True,57.69230769230769,228,4.00s,4.0
1679937528.104526,2023-03-27 14:18:48.104526,-28.329471599999998,-51.2854403,842.773,40.61,11.281,11.23,0.6276465073172481,41.55280485869403,18.26923076923077,1.79,True,57.69230769230769,231,4.05s,4.05
1679937528.159263,2023-03-27 14:18:48.159263,-28.3294708,-51.285446699999994,842.749,40.95,11.375,11.28,0.6338224211845154,42.18662727987855,18.26923076923077,1.79,True,57.69230769230769,234,4.11s,4.11
1679937528.214,2023-03-27 14:18:48.214000,-28.329470099999998,-51.2854531,842.751,41.1,11.417,11.38,0.6323674169021204,42.81899469678067,17.307692307692307,1.79,True,57.69230769230769,236,4.16s,4.16
1679937528.2717779,2023-03-27 14:18:48.271778,-28.3294693,-51.2854594,842.787,41.11,11.42,11.42,0.6241142409320308,43.4431089377127,17.307692307692307,1.79,True,57.69230769230769,239,4.22s,4.22
1679937528.3295555,2023-03-27 14:18:48.329556,-28.3294683,-51.285465699999996,842.744,41.05,11.402000000000001,11.42,0.6276465252257649,44.070755462938465,17.307692307692307,1.79,True,57.69230769230769,243,4.28s,4.28
